shipper_id,order_id,ship_date,delivery_date,shipping_fee,shipper_company,shipper_vehicle,shipper_experience_years,shipper_rating,delivery_success_rate,average_delivery_time,working_shift,join_date,shipper_name,shipper_phone,shipper_gender,shipper_age,shipper_marital_status,shipper_education,city,region,district,delivery_days
SHP00002,21807,2012-10-02,2012-10-07,1.92,J&T Express,Van,2,4.9,98.4,72,Afternoon,2025-01-29,Trần Anh Khánh,959297982,Male,41.0,Married,Bachelor,Phan Thiet,Central,District #29,5
SHP00076,21808,2012-10-02,2012-10-09,0.72,BEST Express,Truck,10,4.7,95.1,65,Afternoon,2020-09-25,Trần Thanh Long,933140008,Male,29.0,Married,Bachelor,Ninh Binh,East,District #01,7
SHP00025,21811,2012-10-03,2012-10-07,0.55,GHTK,Motorbike,10,4.6,98.6,25,Evening,2021-05-19,Trần Đức Cường,922791841,Male,33.0,Single,High School,Kon Tum,Central,District #25,4
SHP00072,21816,2012-09-30,2012-10-04,0.66,Viettel Post,Truck,12,4.6,99.4,21,Morning,2023-07-02,Trần Đức Hùng,987226165,Male,51.0,Single,College,Vung Tau,West,District #33,4
SHP00017,21817,2012-09-29,2012-10-01,0.0,GHN,Motorbike,11,5.0,98.1,69,Afternoon,2025-08-24,Bùi Thị Hùng,908818611,Female,51.0,Married,College,Hue,Central,District #20,2
SHP00026,21818,2012-10-02,2012-10-08,29.24,Ninja Van,Van,11,4.3,96.0,21,Afternoon,2025-11-16,Nguyễn Thanh Hùng,902981241,Male,37.0,Single,High School,Lao Cai,East,District #16,6
SHP00019,21820,2012-09-30,2012-10-06,31.85,GHN,Motorbike,2,4.8,96.5,39,Evening,2023-11-03,Đặng Văn Nam,991210929,Female,46.0,Single,Bachelor,Quy Nhon,Central,District #21,6
SHP00027,21821,2012-10-02,2012-10-09,1.59,Ninja Van,Van,9,4.4,96.8,34,Evening,2018-02-04,Hoàng Thị Giang,902650261,Female,47.0,Married,High School,Viet Tri,East,District #11,7
SHP00051,21822,2012-09-29,2012-10-02,1.59,J&T Express,Van,9,4.6,95.1,67,Afternoon,2019-02-16,Đặng Anh Hà,980366393,Female,42.0,Single,College,Viet Tri,East,District #15,3
SHP00006,21823,2012-10-03,2012-10-07,25.05,J&T Express,Van,9,4.7,96.0,41,Afternoon,2024-02-02,Võ Thanh Nam,951235544,Female,41.0,Married,Bachelor,Hoi An,Central,District #29,4
SHP00077,21825,2012-10-04,2012-10-08,0.57,BEST Express,Truck,9,4.7,99.4,41,Morning,2019-11-11,Trần Văn Giang,931398461,Female,38.0,Married,Bachelor,Quy Nhon,Central,District #23,4
SHP00022,21826,2012-09-30,2012-10-04,2.52,Ahamove,Motorbike,7,4.8,99.4,31,Morning,2018-06-29,Lê Thanh Nam,988804431,Male,54.0,Single,Bachelor,Cam Pha,East,District #19,4
SHP00001,21827,2012-09-28,2012-09-30,1.29,Viettel Post,Truck,7,5.0,99.0,61,Evening,2026-03-17,Bùi Văn Long,991476209,Male,27.0,Married,Bachelor,Phan Rang-Thap Cham,Central,District #25,2
SHP00015,21828,2012-10-01,2012-10-04,29.27,Viettel Post,Truck,1,4.3,98.8,42,Afternoon,2024-12-22,Bùi Văn Hùng,946414069,Female,48.0,Single,Bachelor,Son Tay,East,District #06,3
SHP00015,21830,2012-09-29,2012-10-06,0.7,Viettel Post,Truck,1,4.3,98.8,42,Afternoon,2024-12-22,Bùi Văn Hùng,946414069,Female,48.0,Single,Bachelor,Son Tay,East,District #06,7
SHP00041,21831,2012-10-02,2012-10-07,1.65,J&T Express,Van,12,4.9,97.6,23,Morning,2023-03-21,Phạm Thị Hà,927179809,Male,38.0,Married,College,Vinh Long,West,District #36,5
SHP00075,21832,2012-09-30,2012-10-03,0.07,J&T Express,Van,11,4.3,96.7,52,Afternoon,2024-10-03,Phạm Anh Hùng,989436113,Female,33.0,Married,Bachelor,My Tho,West,District #38,3
SHP00062,21833,2012-10-01,2012-10-05,1.93,Viettel Post,Truck,1,4.3,98.7,69,Morning,2025-12-16,Trần Văn Sơn,954653513,Female,47.0,Single,Bachelor,Tuy Hoa,Central,District #23,4
SHP00069,21834,2012-10-01,2012-10-04,0.01,GHN,Motorbike,10,4.5,98.5,31,Morning,2019-01-21,Hoàng Thị Giang,968458783,Female,34.0,Single,College,Cam Pha,East,District #02,3
SHP00033,21835,2012-09-30,2012-10-04,1.8,J&T Express,Van,9,5.0,99.9,42,Evening,2022-02-07,Võ Gia Giang,996960250,Female,29.0,Married,High School,Viet Tri,East,District #09,4
SHP00017,21836,2012-10-03,2012-10-09,2.0,GHN,Motorbike,11,5.0,98.1,69,Afternoon,2025-08-24,Bùi Thị Hùng,908818611,Female,51.0,Married,College,Hue,Central,District #20,6
SHP00007,21840,2012-10-03,2012-10-09,0.97,BEST Express,Truck,6,4.4,99.6,75,Afternoon,2024-06-06,Hoàng Anh Hùng,987597617,Female,34.0,Single,High School,Phu Ly,East,District #09,6
SHP00024,21842,2012-09-27,2012-10-03,1.65,Ninja Van,Van,3,4.5,96.4,71,Evening,2023-07-11,Hoàng Thị Nam,993822938,Female,55.0,Married,High School,Bac Giang,East,District #15,6
SHP00054,21844,2012-09-30,2012-10-06,0.31,BEST Express,Truck,9,4.7,97.8,56,Evening,2023-03-14,Nguyễn Quốc Phong,998883340,Female,50.0,Married,High School,Bac Giang,East,District #01,6
SHP00060,21846,2012-09-28,2012-10-02,2.97,GHTK,Motorbike,11,4.7,95.4,32,Afternoon,2022-11-21,Bùi Thanh Cường,904584927,Male,39.0,Married,Bachelor,Uong Bi,East,District #03,4
SHP00075,21847,2012-10-01,2012-10-04,1.55,J&T Express,Van,11,4.3,96.7,52,Afternoon,2024-10-03,Phạm Anh Hùng,989436113,Female,33.0,Married,Bachelor,My Tho,West,District #38,3
SHP00028,21848,2012-10-02,2012-10-07,1.39,GHTK,Motorbike,8,4.6,98.8,52,Afternoon,2023-06-05,Hoàng Đức Quân,983104398,Male,29.0,Single,College,Cam Pha,East,District #06,5
SHP00008,21849,2012-10-01,2012-10-08,0.55,BEST Express,Truck,5,4.7,95.9,69,Afternoon,2022-03-11,Phạm Thanh Trang,914419500,Female,34.0,Married,Bachelor,Lao Cai,East,District #16,7
SHP00026,21850,2012-10-01,2012-10-06,23.84,Ninja Van,Van,11,4.3,96.0,21,Afternoon,2025-11-16,Nguyễn Thanh Hùng,902981241,Male,37.0,Single,High School,Lao Cai,East,District #16,5
SHP00054,21851,2012-10-01,2012-10-05,2.33,BEST Express,Truck,9,4.7,97.8,56,Evening,2023-03-14,Nguyễn Quốc Phong,998883340,Female,50.0,Married,High School,Bac Giang,East,District #01,4
SHP00015,21856,2012-10-02,2012-10-07,1.07,Viettel Post,Truck,1,4.3,98.8,42,Afternoon,2024-12-22,Bùi Văn Hùng,946414069,Female,48.0,Single,Bachelor,Son Tay,East,District #06,5
SHP00054,21857,2012-09-30,2012-10-03,29.34,BEST Express,Truck,9,4.7,97.8,56,Evening,2023-03-14,Nguyễn Quốc Phong,998883340,Female,50.0,Married,High School,Bac Giang,East,District #01,3
SHP00025,21858,2012-09-30,2012-10-03,2.54,GHTK,Motorbike,10,4.6,98.6,25,Evening,2021-05-19,Trần Đức Cường,922791841,Male,33.0,Single,High School,Kon Tum,Central,District #25,3
SHP00075,21862,2012-10-03,2012-10-07,0.99,J&T Express,Van,11,4.3,96.7,52,Afternoon,2024-10-03,Phạm Anh Hùng,989436113,Female,33.0,Married,Bachelor,My Tho,West,District #38,4
SHP00002,21863,2012-10-03,2012-10-10,25.15,J&T Express,Van,2,4.9,98.4,72,Afternoon,2025-01-29,Trần Anh Khánh,959297982,Male,41.0,Married,Bachelor,Phan Thiet,Central,District #29,7
SHP00016,21864,2012-10-02,2012-10-08,0.14,Viettel Post,Truck,6,4.9,96.6,59,Afternoon,2020-01-05,Bùi Văn Trang,926827357,Male,55.0,Married,High School,Hue,Central,District #25,6
SHP00010,21865,2012-10-02,2012-10-06,1.83,Ahamove,Motorbike,8,4.5,99.5,44,Evening,2022-08-10,Bùi Đức Bình,921691981,Male,31.0,Single,Bachelor,Tra Vinh,West,District #37,4
SHP00057,21867,2012-09-30,2012-10-03,0.17,GHTK,Motorbike,7,4.6,97.9,53,Evening,2024-02-09,Võ Thị Sơn,937417919,Male,26.0,Single,Bachelor,Cam Pha,East,District #05,3
SHP00071,21868,2012-09-30,2012-10-02,0.69,Ahamove,Motorbike,12,4.7,95.9,26,Afternoon,2023-04-22,Bùi Thị Hà,975678108,Male,34.0,Married,High School,Nha Trang,Central,District #24,2
SHP00060,21870,2012-10-02,2012-10-08,1.11,GHTK,Motorbike,11,4.7,95.4,32,Afternoon,2022-11-21,Bùi Thanh Cường,904584927,Male,39.0,Married,Bachelor,Uong Bi,East,District #03,6
SHP00031,21871,2012-10-01,2012-10-07,1.39,Viettel Post,Truck,7,4.4,96.0,47,Afternoon,2021-11-19,Lê Thanh Nam,956649092,Female,53.0,Single,Bachelor,Kon Tum,Central,District #30,6
SHP00069,21874,2012-10-02,2012-10-06,2.92,GHN,Motorbike,10,4.5,98.5,31,Morning,2019-01-21,Hoàng Thị Giang,968458783,Female,34.0,Single,College,Cam Pha,East,District #02,4
SHP00049,21875,2012-09-30,2012-10-02,2.73,Ahamove,Motorbike,6,4.8,98.0,67,Afternoon,2023-04-11,Đặng Đức Dũng,944279003,Male,24.0,Married,Bachelor,Vinh Long,West,District #36,2
SHP00041,21876,2012-09-27,2012-09-29,1.7,J&T Express,Van,12,4.9,97.6,23,Morning,2023-03-21,Phạm Thị Hà,927179809,Male,38.0,Married,College,Vinh Long,West,District #36,2
SHP00080,21878,2012-09-30,2012-10-04,23.29,GHN,Motorbike,11,4.6,95.3,39,Afternoon,2018-03-11,Lê Minh Khánh,944508698,Male,55.0,Single,Bachelor,Hoi An,Central,District #26,4
SHP00037,21879,2012-09-28,2012-10-01,0.54,GHN,Motorbike,9,4.3,96.7,70,Morning,2020-07-16,Phạm Quốc Dũng,936758027,Female,40.0,Single,Bachelor,Quang Ngai,Central,District #21,3
SHP00051,21880,2012-09-30,2012-10-06,0.38,J&T Express,Van,9,4.6,95.1,67,Afternoon,2019-02-16,Đặng Anh Hà,980366393,Female,42.0,Single,College,Viet Tri,East,District #15,6
SHP00045,21882,2012-09-29,2012-10-02,0.15,Ahamove,Motorbike,7,4.8,95.3,42,Evening,2018-01-12,Nguyễn Thanh Giang,995279807,Male,27.0,Married,Bachelor,Son Tay,East,District #07,3
SHP00060,21883,2012-10-04,2012-10-09,0.46,GHTK,Motorbike,11,4.7,95.4,32,Afternoon,2022-11-21,Bùi Thanh Cường,904584927,Male,39.0,Married,Bachelor,Uong Bi,East,District #03,5
SHP00006,21885,2012-09-29,2012-10-04,2.68,J&T Express,Van,9,4.7,96.0,41,Afternoon,2024-02-02,Võ Thanh Nam,951235544,Female,41.0,Married,Bachelor,Hoi An,Central,District #29,5
SHP00079,21886,2012-10-02,2012-10-08,2.57,Shopee Express,Motorbike,11,4.5,95.9,68,Morning,2018-09-09,Đặng Thanh An,993275153,Male,46.0,Married,Bachelor,Ho Chi Minh City,West,District #35,6
SHP00007,21887,2012-09-30,2012-10-05,2.09,BEST Express,Truck,6,4.4,99.6,75,Afternoon,2024-06-06,Hoàng Anh Hùng,987597617,Female,34.0,Single,High School,Phu Ly,East,District #09,5
SHP00047,21889,2012-09-28,2012-10-02,0.03,Shopee Express,Motorbike,10,4.6,98.3,33,Afternoon,2022-01-09,Phạm Quốc Sơn,926716571,Male,42.0,Single,High School,Long Xuyen,West,District #35,4
SHP00057,21893,2012-09-30,2012-10-03,2.34,GHTK,Motorbike,7,4.6,97.9,53,Evening,2024-02-09,Võ Thị Sơn,937417919,Male,26.0,Single,Bachelor,Cam Pha,East,District #05,3
SHP00076,21894,2012-10-02,2012-10-06,30.54,BEST Express,Truck,10,4.7,95.1,65,Afternoon,2020-09-25,Trần Thanh Long,933140008,Male,29.0,Married,Bachelor,Ninh Binh,East,District #01,4
SHP00059,21895,2012-09-29,2012-10-02,30.01,J&T Express,Van,7,5.0,98.9,50,Evening,2021-05-08,Nguyễn Minh Quân,907366403,Male,55.0,Single,Bachelor,Bac Lieu,West,District #37,3
SHP00077,21897,2012-10-01,2012-10-08,1.76,BEST Express,Truck,9,4.7,99.4,41,Morning,2019-11-11,Trần Văn Giang,931398461,Female,38.0,Married,Bachelor,Quy Nhon,Central,District #23,7
SHP00010,21898,2012-09-29,2012-10-06,1.72,Ahamove,Motorbike,8,4.5,99.5,44,Evening,2022-08-10,Bùi Đức Bình,921691981,Male,31.0,Single,Bachelor,Tra Vinh,West,District #37,7
SHP00058,21899,2012-09-29,2012-10-03,26.61,GHN,Motorbike,11,4.6,98.3,37,Evening,2018-02-11,Bùi Thanh Hùng,956897812,Male,39.0,Married,College,Uong Bi,East,District #07,4
SHP00003,21900,2012-10-02,2012-10-08,25.67,GHN,Motorbike,10,4.8,95.1,53,Evening,2019-11-13,Hoàng Thị Khánh,927142576,Male,30.0,Single,High School,Long Xuyen,West,District #34,6
SHP00050,21901,2012-09-28,2012-10-01,1.43,GHTK,Motorbike,12,4.4,95.2,37,Morning,2019-05-27,Hoàng Gia Hùng,990945189,Female,49.0,Single,College,Tuy Hoa,Central,District #24,3
SHP00022,21902,2012-10-01,2012-10-07,30.62,Ahamove,Motorbike,7,4.8,99.4,31,Morning,2018-06-29,Lê Thanh Nam,988804431,Male,54.0,Single,Bachelor,Cam Pha,East,District #19,6
SHP00027,21903,2012-10-01,2012-10-04,2.26,Ninja Van,Van,9,4.4,96.8,34,Evening,2018-02-04,Hoàng Thị Giang,902650261,Female,47.0,Married,High School,Viet Tri,East,District #11,3
SHP00008,21904,2012-09-30,2012-10-03,1.18,BEST Express,Truck,5,4.7,95.9,69,Afternoon,2022-03-11,Phạm Thanh Trang,914419500,Female,34.0,Married,Bachelor,Lao Cai,East,District #16,3
SHP00055,21906,2012-09-28,2012-10-04,0.81,J&T Express,Van,5,4.2,95.8,46,Morning,2022-09-03,Hoàng Văn Trang,900482857,Female,34.0,Single,Bachelor,Thai Nguyen,East,District #06,6
SHP00062,21907,2012-09-30,2012-10-07,0.45,Viettel Post,Truck,1,4.3,98.7,69,Morning,2025-12-16,Trần Văn Sơn,954653513,Female,47.0,Single,Bachelor,Tuy Hoa,Central,District #23,7
SHP00061,21908,2012-10-02,2012-10-04,0.54,GHTK,Motorbike,1,4.8,95.1,74,Evening,2019-12-17,Lê Anh Quân,956517585,Male,32.0,Single,High School,Tam Ky,Central,District #26,2
SHP00038,21909,2012-09-30,2012-10-07,25.22,Ahamove,Motorbike,3,4.4,99.7,23,Evening,2019-10-25,Bùi Quốc Trang,961999001,Female,53.0,Single,College,Dong Hoi,Central,District #26,7
SHP00069,21913,2012-10-03,2012-10-05,2.49,GHN,Motorbike,10,4.5,98.5,31,Morning,2019-01-21,Hoàng Thị Giang,968458783,Female,34.0,Single,College,Cam Pha,East,District #02,2
SHP00031,21916,2012-09-27,2012-10-01,1.0,Viettel Post,Truck,7,4.4,96.0,47,Afternoon,2021-11-19,Lê Thanh Nam,956649092,Female,53.0,Single,Bachelor,Kon Tum,Central,District #30,4
SHP00024,21917,2012-09-29,2012-10-04,1.85,Ninja Van,Van,3,4.5,96.4,71,Evening,2023-07-11,Hoàng Thị Nam,993822938,Female,55.0,Married,High School,Bac Giang,East,District #15,5
SHP00002,21921,2012-09-28,2012-10-04,2.33,J&T Express,Van,2,4.9,98.4,72,Afternoon,2025-01-29,Trần Anh Khánh,959297982,Male,41.0,Married,Bachelor,Phan Thiet,Central,District #29,6
SHP00031,21922,2012-09-27,2012-09-29,0.51,Viettel Post,Truck,7,4.4,96.0,47,Afternoon,2021-11-19,Lê Thanh Nam,956649092,Female,53.0,Single,Bachelor,Kon Tum,Central,District #30,2
SHP00060,21923,2012-09-27,2012-09-29,2.64,GHTK,Motorbike,11,4.7,95.4,32,Afternoon,2022-11-21,Bùi Thanh Cường,904584927,Male,39.0,Married,Bachelor,Uong Bi,East,District #03,2
SHP00046,21924,2012-10-01,2012-10-08,1.12,GHTK,Motorbike,8,5.0,99.6,62,Afternoon,2023-07-07,Nguyễn Đức Cường,919341832,Male,34.0,Married,High School,Bac Ninh,East,District #03,7
SHP00070,21925,2012-09-30,2012-10-06,0.29,Viettel Post,Truck,9,4.3,99.4,66,Morning,2024-10-29,Phạm Anh Cường,913921412,Female,55.0,Single,College,Tam Ky,Central,District #21,6
SHP00052,21926,2012-09-30,2012-10-02,2.95,Ninja Van,Van,4,4.7,99.3,59,Evening,2025-06-27,Phạm Anh Hùng,933172868,Female,38.0,Married,College,Phu Ly,East,District #04,2
SHP00054,21927,2012-10-02,2012-10-07,2.35,BEST Express,Truck,9,4.7,97.8,56,Evening,2023-03-14,Nguyễn Quốc Phong,998883340,Female,50.0,Married,High School,Bac Giang,East,District #01,5
SHP00036,21928,2012-09-30,2012-10-02,1.25,Ninja Van,Van,3,4.7,96.5,33,Morning,2022-01-21,Phạm Gia An,974640157,Female,34.0,Single,Bachelor,Nha Trang,Central,District #29,2
SHP00014,21929,2012-09-28,2012-10-04,0.77,J&T Express,Van,8,4.8,96.3,71,Evening,2018-02-10,Lê Gia Vy,971290529,Male,50.0,Single,Bachelor,Phan Thiet,Central,District #32,6
SHP00048,21930,2012-09-30,2012-10-07,1.09,Shopee Express,Motorbike,9,4.9,98.8,46,Afternoon,2024-12-01,Nguyễn Thị Vy,946448535,Male,51.0,Married,Bachelor,Bac Lieu,West,District #39,7
SHP00076,21931,2012-10-01,2012-10-06,2.48,BEST Express,Truck,10,4.7,95.1,65,Afternoon,2020-09-25,Trần Thanh Long,933140008,Male,29.0,Married,Bachelor,Ninh Binh,East,District #01,5
SHP00031,21932,2012-09-28,2012-10-02,0.41,Viettel Post,Truck,7,4.4,96.0,47,Afternoon,2021-11-19,Lê Thanh Nam,956649092,Female,53.0,Single,Bachelor,Kon Tum,Central,District #30,4
SHP00053,21933,2012-09-29,2012-10-06,2.91,GHTK,Motorbike,8,4.7,96.8,68,Evening,2018-02-20,Nguyễn Đức Bình,943102331,Female,54.0,Single,Bachelor,Da Nang,Central,District #30,7
SHP00041,21934,2012-09-29,2012-10-02,2.55,J&T Express,Van,12,4.9,97.6,23,Morning,2023-03-21,Phạm Thị Hà,927179809,Male,38.0,Married,College,Vinh Long,West,District #36,3
SHP00016,21935,2012-10-03,2012-10-07,2.3,Viettel Post,Truck,6,4.9,96.6,59,Afternoon,2020-01-05,Bùi Văn Trang,926827357,Male,55.0,Married,High School,Hue,Central,District #25,4
SHP00011,21936,2012-09-30,2012-10-03,29.63,J&T Express,Van,5,4.6,98.4,74,Afternoon,2023-03-23,Võ Thị Hùng,940850445,Female,43.0,Single,High School,Son Tay,East,District #03,3
SHP00014,21937,2012-09-30,2012-10-07,1.93,J&T Express,Van,8,4.8,96.3,71,Evening,2018-02-10,Lê Gia Vy,971290529,Male,50.0,Single,Bachelor,Phan Thiet,Central,District #32,7
SHP00059,21938,2012-10-04,2012-10-09,0.27,J&T Express,Van,7,5.0,98.9,50,Evening,2021-05-08,Nguyễn Minh Quân,907366403,Male,55.0,Single,Bachelor,Bac Lieu,West,District #37,5
SHP00059,21939,2012-09-27,2012-09-30,1.5,J&T Express,Van,7,5.0,98.9,50,Evening,2021-05-08,Nguyễn Minh Quân,907366403,Male,55.0,Single,Bachelor,Bac Lieu,West,District #37,3
SHP00005,21941,2012-09-30,2012-10-05,2.84,BEST Express,Truck,10,4.6,95.7,62,Morning,2019-12-19,Trần Minh Cường,979196342,Male,31.0,Married,College,Da Nang,Central,District #23,5
SHP00024,21942,2012-10-01,2012-10-07,27.72,Ninja Van,Van,3,4.5,96.4,71,Evening,2023-07-11,Hoàng Thị Nam,993822938,Female,55.0,Married,High School,Bac Giang,East,District #15,6
SHP00049,21943,2012-09-30,2012-10-04,2.74,Ahamove,Motorbike,6,4.8,98.0,67,Afternoon,2023-04-11,Đặng Đức Dũng,944279003,Male,24.0,Married,Bachelor,Vinh Long,West,District #36,4
SHP00075,21944,2012-09-29,2012-10-02,0.65,J&T Express,Van,11,4.3,96.7,52,Afternoon,2024-10-03,Phạm Anh Hùng,989436113,Female,33.0,Married,Bachelor,My Tho,West,District #38,3
SHP00044,21945,2012-09-29,2012-10-03,30.75,Ninja Van,Van,12,5.0,95.3,50,Morning,2018-06-10,Nguyễn Thị Cường,920549207,Female,34.0,Married,Bachelor,Da Nang,Central,District #21,4
SHP00016,21946,2012-09-27,2012-10-02,0.01,Viettel Post,Truck,6,4.9,96.6,59,Afternoon,2020-01-05,Bùi Văn Trang,926827357,Male,55.0,Married,High School,Hue,Central,District #25,5
SHP00031,21947,2012-10-02,2012-10-07,1.85,Viettel Post,Truck,7,4.4,96.0,47,Afternoon,2021-11-19,Lê Thanh Nam,956649092,Female,53.0,Single,Bachelor,Kon Tum,Central,District #30,5
SHP00075,21948,2012-09-30,2012-10-04,2.89,J&T Express,Van,11,4.3,96.7,52,Afternoon,2024-10-03,Phạm Anh Hùng,989436113,Female,33.0,Married,Bachelor,My Tho,West,District #38,4
SHP00051,21949,2012-10-01,2012-10-07,1.61,J&T Express,Van,9,4.6,95.1,67,Afternoon,2019-02-16,Đặng Anh Hà,980366393,Female,42.0,Single,College,Viet Tri,East,District #15,6
SHP00013,21950,2012-10-04,2012-10-10,0.24,BEST Express,Truck,10,4.2,97.7,47,Morning,2025-10-28,Lê Anh Hà,984678290,Female,39.0,Single,College,Tam Ky,Central,District #23,6
SHP00012,21951,2012-10-01,2012-10-03,26.2,GHTK,Motorbike,6,4.7,97.2,31,Morning,2023-10-01,Nguyễn Thị Bình,972210652,Female,49.0,Single,Bachelor,Ha Long,East,District #07,2
SHP00037,21952,2012-09-30,2012-10-04,1.23,GHN,Motorbike,9,4.3,96.7,70,Morning,2020-07-16,Phạm Quốc Dũng,936758027,Female,40.0,Single,Bachelor,Quang Ngai,Central,District #21,4
SHP00011,21953,2012-10-01,2012-10-07,0.46,J&T Express,Van,5,4.6,98.4,74,Afternoon,2023-03-23,Võ Thị Hùng,940850445,Female,43.0,Single,High School,Son Tay,East,District #03,6
SHP00080,21954,2012-10-02,2012-10-06,2.71,GHN,Motorbike,11,4.6,95.3,39,Afternoon,2018-03-11,Lê Minh Khánh,944508698,Male,55.0,Single,Bachelor,Hoi An,Central,District #26,4
SHP00076,21957,2012-10-03,2012-10-07,0.44,BEST Express,Truck,10,4.7,95.1,65,Afternoon,2020-09-25,Trần Thanh Long,933140008,Male,29.0,Married,Bachelor,Ninh Binh,East,District #01,4
SHP00074,21959,2012-10-04,2012-10-06,1.77,Shopee Express,Motorbike,10,4.5,96.8,36,Morning,2022-05-13,Lê Minh Phong,969920920,Female,52.0,Married,High School,Hoi An,Central,District #20,2
SHP00051,21960,2012-09-28,2012-10-02,1.49,J&T Express,Van,9,4.6,95.1,67,Afternoon,2019-02-16,Đặng Anh Hà,980366393,Female,42.0,Single,College,Viet Tri,East,District #15,4
SHP00036,21961,2012-10-03,2012-10-06,2.09,Ninja Van,Van,3,4.7,96.5,33,Morning,2022-01-21,Phạm Gia An,974640157,Female,34.0,Single,Bachelor,Nha Trang,Central,District #29,3
SHP00001,21962,2012-09-30,2012-10-02,2.36,Viettel Post,Truck,7,5.0,99.0,61,Evening,2026-03-17,Bùi Văn Long,991476209,Male,27.0,Married,Bachelor,Phan Rang-Thap Cham,Central,District #25,2
SHP00063,21963,2012-10-04,2012-10-07,2.89,BEST Express,Truck,8,4.6,96.2,26,Evening,2019-04-28,Nguyễn Thanh Vy,922698939,Female,38.0,Married,Bachelor,Ninh Binh,East,District #14,3
SHP00049,21964,2012-09-30,2012-10-02,1.97,Ahamove,Motorbike,6,4.8,98.0,67,Afternoon,2023-04-11,Đặng Đức Dũng,944279003,Male,24.0,Married,Bachelor,Vinh Long,West,District #36,2
SHP00006,21967,2012-10-01,2012-10-07,1.52,J&T Express,Van,9,4.7,96.0,41,Afternoon,2024-02-02,Võ Thanh Nam,951235544,Female,41.0,Married,Bachelor,Hoi An,Central,District #29,6
SHP00021,21968,2012-10-04,2012-10-06,0.29,GHN,Motorbike,12,4.3,99.7,20,Morning,2023-12-12,Lê Quốc Trang,960718218,Female,48.0,Married,Bachelor,Tuy Hoa,Central,District #32,2
SHP00008,21970,2012-10-04,2012-10-09,2.62,BEST Express,Truck,5,4.7,95.9,69,Afternoon,2022-03-11,Phạm Thanh Trang,914419500,Female,34.0,Married,Bachelor,Lao Cai,East,District #16,5
SHP00048,21971,2012-10-01,2012-10-06,0.88,Shopee Express,Motorbike,9,4.9,98.8,46,Afternoon,2024-12-01,Nguyễn Thị Vy,946448535,Male,51.0,Married,Bachelor,Bac Lieu,West,District #39,5
SHP00080,21972,2012-10-03,2012-10-08,2.54,GHN,Motorbike,11,4.6,95.3,39,Afternoon,2018-03-11,Lê Minh Khánh,944508698,Male,55.0,Single,Bachelor,Hoi An,Central,District #26,5
SHP00044,21973,2012-09-27,2012-09-30,0.78,Ninja Van,Van,12,5.0,95.3,50,Morning,2018-06-10,Nguyễn Thị Cường,920549207,Female,34.0,Married,Bachelor,Da Nang,Central,District #21,3
SHP00057,21975,2012-10-03,2012-10-10,1.38,GHTK,Motorbike,7,4.6,97.9,53,Evening,2024-02-09,Võ Thị Sơn,937417919,Male,26.0,Single,Bachelor,Cam Pha,East,District #05,7
SHP00003,21976,2012-10-03,2012-10-05,26.19,GHN,Motorbike,10,4.8,95.1,53,Evening,2019-11-13,Hoàng Thị Khánh,927142576,Male,30.0,Single,High School,Long Xuyen,West,District #34,2
SHP00025,21977,2012-09-28,2012-10-03,30.54,GHTK,Motorbike,10,4.6,98.6,25,Evening,2021-05-19,Trần Đức Cường,922791841,Male,33.0,Single,High School,Kon Tum,Central,District #25,5
SHP00056,21978,2012-10-02,2012-10-06,1.18,Ninja Van,Van,8,4.9,96.6,21,Morning,2023-12-09,Nguyễn Minh Long,951583055,Male,55.0,Married,High School,My Tho,West,District #35,4
SHP00066,21979,2012-09-28,2012-10-02,1.48,Ninja Van,Van,8,4.6,99.0,59,Morning,2022-08-30,Lê Thị Phong,943623439,Female,49.0,Married,Bachelor,Hanoi,East,District #01,4
SHP00074,21981,2012-10-02,2012-10-06,30.2,Shopee Express,Motorbike,10,4.5,96.8,36,Morning,2022-05-13,Lê Minh Phong,969920920,Female,52.0,Married,High School,Hoi An,Central,District #20,4
SHP00073,21982,2012-10-04,2012-10-08,2.29,GHTK,Motorbike,8,4.9,98.6,21,Morning,2023-10-28,Phạm Văn Phong,982262009,Female,51.0,Married,College,Son Tay,East,District #08,4
SHP00011,21983,2012-09-30,2012-10-06,2.35,J&T Express,Van,5,4.6,98.4,74,Afternoon,2023-03-23,Võ Thị Hùng,940850445,Female,43.0,Single,High School,Son Tay,East,District #03,6
SHP00071,21984,2012-10-01,2012-10-04,1.29,Ahamove,Motorbike,12,4.7,95.9,26,Afternoon,2023-04-22,Bùi Thị Hà,975678108,Male,34.0,Married,High School,Nha Trang,Central,District #24,3
SHP00028,21985,2012-09-30,2012-10-05,1.43,GHTK,Motorbike,8,4.6,98.8,52,Afternoon,2023-06-05,Hoàng Đức Quân,983104398,Male,29.0,Single,College,Cam Pha,East,District #06,5
SHP00007,21986,2012-10-01,2012-10-08,26.18,BEST Express,Truck,6,4.4,99.6,75,Afternoon,2024-06-06,Hoàng Anh Hùng,987597617,Female,34.0,Single,High School,Phu Ly,East,District #09,7
SHP00035,21987,2012-09-27,2012-10-02,26.94,BEST Express,Truck,2,4.7,98.9,74,Morning,2020-05-03,Trần Văn Hùng,986963662,Male,54.0,Married,High School,Tam Ky,Central,District #32,5
